replicate,k,subsample_size,ari_vs_primary_on_sample,nmi_vs_primary_on_sample,exact_label_match_fraction_after_permutation,permutation_mapping
549,2,632,0.9873618215750265,0.9722756528890932,0.9968354430379747,"{""0"": 0, ""1"": 1}"
549,3,632,0.9906225438282581,0.9803454530330744,0.9968354430379747,"{""0"": 1, ""1"": 2, ""2"": 0}"
549,4,632,0.98274275456708,0.9730446096452505,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
549,5,632,0.6228657154829715,0.6772751736097954,0.7848101265822784,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 2, ""4"": 3}"
549,6,632,0.7621878233752829,0.7862682238884894,0.8908227848101266,"{""0"": 4, ""1"": 2, ""2"": 3, ""3"": 5, ""4"": 1, ""5"": 0}"
550,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
550,3,632,0.9943875246002765,0.9899264773488657,0.9984177215189873,"{""0"": 2, ""1"": 1, ""2"": 0}"
550,4,632,0.9686671679222145,0.9532687276737822,0.9889240506329114,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
550,5,632,0.6207885368713802,0.6795809390239194,0.8006329113924051,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
550,6,632,0.9405592795928884,0.925177591840799,0.9699367088607594,"{""0"": 5, ""1"": 4, ""2"": 2, ""3"": 0, ""4"": 1, ""5"": 3}"
551,2,632,0.9936708424670813,0.9845361690679575,0.9984177215189873,"{""0"": 1, ""1"": 0}"
551,3,632,0.9689791813858353,0.9417156536336966,0.9873417721518988,"{""0"": 0, ""1"": 2, ""2"": 1}"
551,4,632,0.9744934432970548,0.9621689206670632,0.990506329113924,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
551,5,632,0.4481698200798139,0.5688137742394843,0.6424050632911392,"{""0"": 1, ""1"": 4, ""2"": 0, ""3"": 3, ""4"": 2}"
551,6,632,0.7804370179272694,0.7944802012404479,0.8971518987341772,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 5}"
552,2,632,0.9437602279919647,0.9062288156969166,0.9857594936708861,"{""0"": 0, ""1"": 1}"
552,3,632,0.9813804753894438,0.9648808829122202,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0}"
552,4,632,0.9854387226577854,0.9739591874303194,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
552,5,632,0.6287872190453055,0.6796870365142285,0.7990506329113924,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 4, ""4"": 0}"
552,6,632,0.7665088631956842,0.7814378690311633,0.8971518987341772,"{""0"": 3, ""1"": 5, ""2"": 1, ""3"": 2, ""4"": 0, ""5"": 4}"
553,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
553,3,632,0.9587106076857015,0.9296179093657095,0.9857594936708861,"{""0"": 2, ""1"": 1, ""2"": 0}"
553,4,632,0.9630943829959487,0.9547341339453279,0.9873417721518988,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
553,5,632,0.6245756572383171,0.6690334737606194,0.810126582278481,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 1}"
553,6,632,0.9158007138978118,0.9169799390548685,0.9636075949367089,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 5, ""5"": 0}"
554,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
554,3,632,0.7917862937467395,0.7964825205270499,0.935126582278481,"{""0"": 1, ""1"": 0, ""2"": 2}"
554,4,632,0.9271950946126182,0.9167655552354387,0.9746835443037974,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
554,5,632,0.6940918403571951,0.7262947237011002,0.8512658227848101,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0, ""4"": 4}"
554,6,632,0.8979414599998202,0.8998966669093342,0.9509493670886076,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 3, ""4"": 5, ""5"": 0}"
555,2,632,0.974803891811421,0.9508911740936524,0.9936708860759493,"{""0"": 1, ""1"": 0}"
555,3,632,0.9796533396842598,0.9609539380515275,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
555,4,632,0.9511843576495388,0.9300354180591933,0.9810126582278481,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2}"
555,5,632,0.5139663869681033,0.6220097595278437,0.75,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4}"
555,6,632,0.8997277971462195,0.8904216850254906,0.9572784810126582,"{""0"": 4, ""1"": 0, ""2"": 5, ""3"": 2, ""4"": 1, ""5"": 3}"
556,2,632,0.9748038476838029,0.950870094526382,0.9936708860759493,"{""0"": 1, ""1"": 0}"
556,3,632,0.9850995975993487,0.9726983743188321,0.995253164556962,"{""0"": 0, ""1"": 2, ""2"": 1}"
556,4,632,0.9386731829730115,0.9166724564027985,0.9762658227848101,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
556,5,632,0.6328050061103307,0.6836246445724744,0.8006329113924051,"{""0"": 4, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 1}"
556,6,632,0.836247503303076,0.8449510836760264,0.9256329113924051,"{""0"": 4, ""1"": 5, ""2"": 0, ""3"": 1, ""4"": 2, ""5"": 3}"
557,2,632,0.9936708722291195,0.9845476369840697,0.9984177215189873,"{""0"": 0, ""1"": 1}"
557,3,632,0.953292536729135,0.9228595346186398,0.9841772151898734,"{""0"": 0, ""1"": 1, ""2"": 2}"
557,4,632,0.9200136777417754,0.8975820153369499,0.9683544303797469,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
557,5,632,0.6433407738534003,0.686050794189777,0.8164556962025317,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 2, ""4"": 3}"
557,6,632,0.9026194703457904,0.9096963765404007,0.9636075949367089,"{""0"": 5, ""1"": 1, ""2"": 4, ""3"": 2, ""4"": 3, ""5"": 0}"
558,2,632,0.9748038476838029,0.950870094526382,0.9936708860759493,"{""0"": 0, ""1"": 1}"
558,3,632,0.9849220348960047,0.9673761088607609,0.9936708860759493,"{""0"": 2, ""1"": 0, ""2"": 1}"
558,4,632,0.943814828948748,0.9212638650274491,0.9778481012658228,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
558,5,632,0.6283891404475244,0.6875918999175522,0.8022151898734177,"{""0"": 3, ""1"": 4, ""2"": 0, ""3"": 1, ""4"": 2}"
558,6,632,0.9217715252761448,0.9083446387363562,0.9667721518987342,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 5, ""4"": 3, ""5"": 1}"
559,2,632,0.9810723854751676,0.9610974628119777,0.995253164556962,"{""0"": 1, ""1"": 0}"
559,3,632,0.9504751816654415,0.9224262254569808,0.9841772151898734,"{""0"": 1, ""1"": 0, ""2"": 2}"
559,4,632,0.9616347671758856,0.9441273132462459,0.9857594936708861,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
559,5,632,0.8601278943390467,0.8646208112841453,0.944620253164557,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 1}"
559,6,632,0.7602126110640723,0.7895964817079465,0.8924050632911392,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 5, ""4"": 4, ""5"": 3}"
560,2,632,0.9873618279998477,0.9722811651523068,0.9968354430379747,"{""0"": 0, ""1"": 1}"
560,3,632,0.7714303487587462,0.7876227173699631,0.9287974683544303,"{""0"": 2, ""1"": 1, ""2"": 0}"
560,4,632,0.9820004329675025,0.972902483877482,0.9936708860759493,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
560,5,632,0.7104819465534074,0.7639718484860456,0.8718354430379747,"{""0"": 4, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 0}"
560,6,632,0.493799413437108,0.6078679429865587,0.6550632911392406,"{""0"": 3, ""1"": 2, ""2"": 4, ""3"": 0, ""4"": 5, ""5"": 1}"
561,2,632,0.9623260846841634,0.9257050935027579,0.990506329113924,"{""0"": 0, ""1"": 1}"
561,3,632,0.9733698118235299,0.9498392533320361,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
561,4,632,0.9686276341017291,0.9594645515989482,0.9889240506329114,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1}"
561,5,632,0.5264056333962156,0.6238780147539692,0.7531645569620253,"{""0"": 4, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 0}"
561,6,632,0.8649743495090184,0.8652282905869157,0.9367088607594937,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 5, ""5"": 3}"
562,2,632,0.9936708547947374,0.984540195442337,0.9984177215189873,"{""0"": 0, ""1"": 1}"
562,3,632,0.92933861188035,0.8925858393436301,0.9762658227848101,"{""0"": 0, ""1"": 1, ""2"": 2}"
562,4,632,0.9403518340408354,0.9273910580235357,0.9778481012658228,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
562,5,632,0.9261765958106637,0.9139323903299071,0.9715189873417721,"{""0"": 4, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 0}"
562,6,632,0.4925626704985047,0.6244199724921042,0.6534810126582279,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 5, ""5"": 0}"
563,2,632,0.9810721662582134,0.9610711191561316,0.995253164556962,"{""0"": 1, ""1"": 0}"
563,3,632,0.9718063716796344,0.9449309084128827,0.990506329113924,"{""0"": 0, ""1"": 2, ""2"": 1}"
563,4,632,0.9246929490344677,0.9089868468107329,0.9731012658227848,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
563,5,632,0.6236281664459008,0.683834824445893,0.7927215189873418,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 4}"
563,6,632,0.920088602525017,0.9035218070756131,0.9620253164556962,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 5, ""5"": 0}"
564,2,632,0.1431079805480017,0.21820006521356006,0.689873417721519,"{""0"": 0, ""1"": 1}"
564,3,632,0.9958357781629104,0.990580911462951,0.9984177215189873,"{""0"": 1, ""1"": 0, ""2"": 2}"
564,4,632,0.9656533770257664,0.9489678319323751,0.9873417721518988,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
564,5,632,0.677984937395388,0.719118978348,0.8496835443037974,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 4}"
564,6,632,0.5203460838505969,0.635308846114918,0.6819620253164557,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 4, ""4"": 0, ""5"": 5}"
565,2,632,0.9873618258027198,0.9723067325471408,0.9968354430379747,"{""0"": 0, ""1"": 1}"
565,3,632,0.9777651651684244,0.9682756337164478,0.9936708860759493,"{""0"": 1, ""1"": 2, ""2"": 0}"
565,4,632,0.9780749850462198,0.9661381415351193,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
565,5,632,0.5314003675490987,0.639491203896981,0.7658227848101266,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 0}"
565,6,632,0.902982117243479,0.9031456120865788,0.9620253164556962,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 5, ""4"": 3, ""5"": 4}"
566,2,632,0.987361812050309,0.9722697818088512,0.9968354430379747,"{""0"": 1, ""1"": 0}"
566,3,632,0.9831557397492837,0.9745893988212387,0.995253164556962,"{""0"": 0, ""1"": 1, ""2"": 2}"
566,4,632,0.9121503160952478,0.9029556719826943,0.9683544303797469,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
566,5,632,0.641475341535802,0.6823770309033445,0.8275316455696202,"{""0"": 0, ""1"": 4, ""2"": 2, ""3"": 3, ""4"": 1}"
566,6,632,0.8043054785813741,0.8305616893836494,0.9113924050632911,"{""0"": 0, ""1"": 5, ""2"": 1, ""3"": 4, ""4"": 3, ""5"": 2}"
567,2,632,0.9873618332523536,0.972295554490382,0.9968354430379747,"{""0"": 0, ""1"": 1}"
567,3,632,0.8786210437194996,0.8732532199966077,0.9636075949367089,"{""0"": 1, ""1"": 2, ""2"": 0}"
567,4,632,0.9030284582399456,0.8963603269521394,0.9651898734177216,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
567,5,632,0.5735144470135638,0.645936424483881,0.7800632911392406,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4}"
567,6,632,0.9877212288741704,0.9854731087494367,0.995253164556962,"{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 0, ""4"": 3, ""5"": 5}"
568,2,632,0.15231464017512825,0.21467267785292454,0.6962025316455697,"{""0"": 0, ""1"": 1}"
568,3,632,0.7900496373450774,0.8122144499424787,0.935126582278481,"{""0"": 0, ""1"": 2, ""2"": 1}"
568,4,632,0.9781577373723325,0.966096261304601,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
568,5,632,0.6409074278269358,0.7111764231412463,0.8117088607594937,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 4}"
568,6,632,0.9370484794333871,0.9347146222635763,0.9731012658227848,"{""0"": 0, ""1"": 3, ""2"": 2, ""3"": 4, ""4"": 5, ""5"": 1}"
569,2,632,0.9810728417628691,0.9612132085321339,0.995253164556962,"{""0"": 0, ""1"": 1}"
569,3,632,0.9887609114141465,0.981837853435915,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
569,4,632,0.95460675696222,0.9422253400857422,0.9841772151898734,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2}"
569,5,632,0.6086630060693815,0.6751523519695835,0.7832278481012658,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4}"
569,6,632,0.9032752403988311,0.8810321116413811,0.9556962025316456,"{""0"": 4, ""1"": 5, ""2"": 1, ""3"": 0, ""4"": 3, ""5"": 2}"
570,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
570,3,632,0.9702520496320696,0.9514509189197304,0.990506329113924,"{""0"": 1, ""1"": 2, ""2"": 0}"
570,4,632,0.9518715667043707,0.9333539930126866,0.9810126582278481,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
570,5,632,0.6968527788922403,0.7307863582372109,0.8607594936708861,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 4}"
570,6,632,0.47514519573589353,0.6058837598932962,0.6534810126582279,"{""0"": 0, ""1"": 5, ""2"": 4, ""3"": 3, ""4"": 1, ""5"": 2}"
571,2,632,0.9936708857461121,0.9845650976704768,0.9984177215189873,"{""0"": 0, ""1"": 1}"
571,3,632,0.7834384367987575,0.7964695791819337,0.9319620253164557,"{""0"": 2, ""1"": 1, ""2"": 0}"
571,4,632,0.9683624155612185,0.9512304015509438,0.9873417721518988,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
571,5,632,0.6703144665323559,0.7410826185395777,0.8496835443037974,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 0}"
571,6,632,0.5076216206860881,0.6207549528533334,0.7120253164556962,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 4, ""4"": 2, ""5"": 1}"
572,2,632,0.12475868880611994,0.20259760279992567,0.6772151898734177,"{""0"": 1, ""1"": 0}"
572,3,632,0.9807869332347611,0.96546204902341,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0}"
572,4,632,0.9691542095960008,0.9626534581779611,0.9889240506329114,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
572,5,632,0.6315597202038223,0.6971344022751522,0.7990506329113924,"{""0"": 1, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 3}"
572,6,632,0.5186306359668422,0.635109824216357,0.6645569620253164,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 5, ""4"": 4, ""5"": 2}"
573,2,632,0.9936707617757824,0.9845180162551812,0.9984177215189873,"{""0"": 0, ""1"": 1}"
573,3,632,0.9777666080770614,0.9680213602447275,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
573,4,632,0.9348271137313298,0.9189984496864277,0.9762658227848101,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
573,5,632,0.6775438121177727,0.7159197003347839,0.8544303797468354,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 2}"
573,6,632,0.7403780129995355,0.7780752686780619,0.8860759493670886,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 5, ""5"": 4}"
574,2,632,0.9873616594697797,0.9722269838968309,0.9968354430379747,"{""0"": 1, ""1"": 0}"
574,3,632,0.9813554288080877,0.9615277854414115,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
574,4,632,0.8929159184797142,0.875809928382642,0.9604430379746836,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
574,5,632,0.9160862089529603,0.911946415133309,0.9667721518987342,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4}"
574,6,632,0.9883440429651396,0.9831805504322763,0.9936708860759493,"{""0"": 3, ""1"": 1, ""2"": 4, ""3"": 2, ""4"": 0, ""5"": 5}"
575,2,632,0.9748039041487738,0.9509007758869272,0.9936708860759493,"{""0"": 0, ""1"": 1}"
575,3,632,0.9906906704122684,0.9804700831407439,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
575,4,632,0.9708601572026004,0.9560462648461416,0.9889240506329114,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
575,5,632,0.8521074064506492,0.8493096633997873,0.939873417721519,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 4, ""4"": 3}"
575,6,632,0.4378624802276176,0.5494581817938009,0.620253164556962,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 5, ""4"": 0, ""5"": 4}"
576,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
576,3,632,0.9924307249995283,0.9834110440790292,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
576,4,632,0.9859287510381228,0.9800018664970791,0.995253164556962,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
576,5,632,0.6609859303618034,0.7111192641716714,0.8322784810126582,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 1}"
576,6,632,0.5038249380730959,0.6103369661151986,0.6613924050632911,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 2, ""4"": 0, ""5"": 3}"
577,2,632,0.9873616992364351,0.9722350218113758,0.9968354430379747,"{""0"": 1, ""1"": 0}"
577,3,632,0.7826569201872278,0.7761469440034808,0.9319620253164557,"{""0"": 1, ""1"": 2, ""2"": 0}"
577,4,632,0.8920909750966756,0.8891141102139375,0.9620253164556962,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2}"
577,5,632,0.8708802291328694,0.867363486678388,0.9493670886075949,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3}"
577,6,632,0.6273007394645903,0.6940524736733954,0.7943037974683544,"{""0"": 3, ""1"": 0, ""2"": 1, ""3"": 5, ""4"": 4, ""5"": 2}"
578,2,632,0.9873618291123978,0.9723033626436738,0.9968354430379747,"{""0"": 0, ""1"": 1}"
578,3,632,0.9389960496548163,0.9134699236280958,0.9810126582278481,"{""0"": 0, ""1"": 1, ""2"": 2}"
578,4,632,0.9046952878129186,0.8828210936208151,0.9651898734177216,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
578,5,632,0.6521197491160176,0.6867435174231751,0.8386075949367089,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0, ""4"": 4}"
578,6,632,0.8996344445216634,0.8881533320042378,0.9525316455696202,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 5, ""4"": 1, ""5"": 2}"
579,2,632,0.9936708818950358,0.9845542661058769,0.9984177215189873,"{""0"": 0, ""1"": 1}"
579,3,632,0.9943667742975782,0.9898534641057208,0.9984177215189873,"{""0"": 1, ""1"": 2, ""2"": 0}"
579,4,632,0.9655134386976362,0.9510947899981651,0.9873417721518988,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
579,5,632,0.6488386876138709,0.6988000444577049,0.8259493670886076,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 1, ""4"": 3}"
579,6,632,0.8859050748907835,0.8861054619845183,0.9477848101265823,"{""0"": 3, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 5, ""5"": 2}"
580,2,632,0.974803881841655,0.9509551944490272,0.9936708860759493,"{""0"": 0, ""1"": 1}"
580,3,632,0.9806353126500196,0.9616527879298141,0.9920886075949367,"{""0"": 0, ""1"": 2, ""2"": 1}"
580,4,632,0.9657076260040061,0.9558119040495597,0.9873417721518988,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
580,5,632,0.6369722096163424,0.6925149492283538,0.805379746835443,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 2}"
580,6,632,0.6947446843240609,0.7491321090311767,0.8465189873417721,"{""0"": 1, ""1"": 5, ""2"": 4, ""3"": 3, ""4"": 0, ""5"": 2}"
581,2,632,0.9810728379240019,0.9612063093134532,0.995253164556962,"{""0"": 1, ""1"": 0}"
581,3,632,0.9681304093054057,0.952739922329299,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
581,4,632,0.9657726732896579,0.9527382052171982,0.9873417721518988,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2}"
581,5,632,0.5699258403903436,0.6671663111697934,0.7958860759493671,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 4}"
581,6,632,0.908794318609849,0.9038608475610449,0.9636075949367089,"{""0"": 4, ""1"": 3, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 5}"
582,2,632,0.14481059227126097,0.20718900554517533,0.6914556962025317,"{""0"": 0, ""1"": 1}"
582,3,632,1.0,1.0,1.0,"{""0"": 2, ""1"": 1, ""2"": 0}"
582,4,632,0.9689613368216323,0.9579750898737985,0.9889240506329114,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
582,5,632,0.8066761190398437,0.8317956456136882,0.9224683544303798,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 4}"
582,6,632,0.899978734307819,0.8869907701091313,0.9541139240506329,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 3, ""5"": 5}"
583,2,632,0.987361812050309,0.9722697818088512,0.9968354430379747,"{""0"": 0, ""1"": 1}"
583,3,632,0.9734213192098208,0.9496964065685054,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
583,4,632,0.9632220230830444,0.9583646579423888,0.9873417721518988,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
583,5,632,0.6257763894552458,0.6847535406831048,0.805379746835443,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 0}"
583,6,632,0.9297970602165007,0.9242329293935563,0.9699367088607594,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0, ""4"": 5, ""5"": 4}"
584,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
584,3,632,0.9569223091606305,0.9403921536644346,0.9873417721518988,"{""0"": 2, ""1"": 1, ""2"": 0}"
584,4,632,0.9597018704870287,0.9464622188737509,0.9857594936708861,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
584,5,632,0.7468152365077652,0.7951892054461132,0.8829113924050633,"{""0"": 4, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 0}"
584,6,632,0.8573499012992438,0.855701042110038,0.9319620253164557,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 5, ""4"": 0, ""5"": 4}"
585,2,632,0.9873613368451924,0.9721813191904637,0.9968354430379747,"{""0"": 0, ""1"": 1}"
585,3,632,0.7461619475663315,0.7560406455677388,0.9193037974683544,"{""0"": 0, ""1"": 1, ""2"": 2}"
585,4,632,0.935697525822258,0.9096843631501976,0.9762658227848101,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
585,5,632,0.5947224100855313,0.6504259160950274,0.7927215189873418,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 2}"
585,6,632,0.9533414196017037,0.949653344212703,0.9810126582278481,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 1, ""4"": 4, ""5"": 2}"
586,2,632,0.9873617989221709,0.9722635513107766,0.9968354430379747,"{""0"": 1, ""1"": 0}"
586,3,632,0.7890787806001935,0.7921150313300541,0.9335443037974683,"{""0"": 1, ""1"": 2, ""2"": 0}"
586,4,632,0.9859654407080494,0.9821690075422226,0.995253164556962,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
586,5,632,0.6545943031116453,0.7112171229886861,0.8164556962025317,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 4}"
586,6,632,0.90377062964396,0.915059399706473,0.9541139240506329,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 0}"
587,2,632,0.9873617989221709,0.9722635513107766,0.9968354430379747,"{""0"": 1, ""1"": 0}"
587,3,632,0.777090870883742,0.7672792314591782,0.9287974683544303,"{""0"": 2, ""1"": 0, ""2"": 1}"
587,4,632,0.9632311132566599,0.9399620543568749,0.9857594936708861,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
587,5,632,0.7114992571056905,0.7422214279581041,0.8639240506329114,"{""0"": 3, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 2}"
587,6,632,0.8919384602252782,0.9007391524191379,0.9556962025316456,"{""0"": 4, ""1"": 3, ""2"": 2, ""3"": 1, ""4"": 5, ""5"": 0}"
588,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
588,3,632,0.7718027270823764,0.7779832242970666,0.9272151898734177,"{""0"": 1, ""1"": 2, ""2"": 0}"
588,4,632,0.9657018223966114,0.9515499971693206,0.9873417721518988,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
588,5,632,0.8552171894262183,0.8561449114905674,0.9414556962025317,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 4}"
588,6,632,0.8271881992491867,0.8325568674779228,0.9177215189873418,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 5}"
589,2,632,0.9873617324240764,0.972242696739464,0.9968354430379747,"{""0"": 1, ""1"": 0}"
589,3,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1, ""2"": 2}"
589,4,632,0.9675766795808644,0.9587167723478831,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
589,5,632,0.6961479770104829,0.7362254414732363,0.8512658227848101,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 2}"
589,6,632,0.5150676297869943,0.6275258108937866,0.6645569620253164,"{""0"": 1, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 5}"
590,2,632,0.9936708646186224,0.9845440179495617,0.9984177215189873,"{""0"": 1, ""1"": 0}"
590,3,632,0.9943613413462646,0.9897794900588088,0.9984177215189873,"{""0"": 0, ""1"": 2, ""2"": 1}"
590,4,632,0.9189554878332223,0.9075667576471803,0.9715189873417721,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
